   0.00000000      0.574703693    
   5.00000007E-02  0.784111142    
  0.100000001      0.943634689    
  0.150000006       1.05902553    
  0.200000003       1.13603425    
  0.250000000       1.18041193    
  0.300000012       1.19790936    
  0.349999994       1.19427776    
  0.400000006       1.17526722    
  0.449999988       1.14662957    
  0.500000000       1.11411524    
  0.550000012       1.08347499    
  0.600000024       1.06045997    
  0.649999976       1.05082107    
  0.699999988       1.06030917    
  0.750000000       1.09467506    
  0.800000012       1.15966892    
  0.850000024       1.26104355    
  0.899999976       1.40454769    
  0.949999988       1.59593391    
   1.00000000       1.84095240    
